shop_name,shop_address,location
老乡鸡(绿地之窗新一代店),绿地之窗C-3,"118.796569511,31.973807634"
肯趣鸭舌鸭脖(虹悦城店),长虹路222号德盈国际广场3栋4楼,"118.771555418,32.0137745261"
百果园(恒仁翠竹园店),郁金香路16号,"118.79976267,31.9935331523"
黑泷太郎(楚翘城店),楚翘城一楼屈臣氏旁,"118.771175734,31.976814944"
肥叔锅贴,小行地铁站,"118.75199076,31.991092452"
无名凉皮小吃店,雨花经济开发区振兴路60号,"118.659038957,31.9285830761"
德克士 脆皮炸鸡,新湖大道花样年·花生唐底商,"110.393873816,21.1802879999"
麦香烘焙,铁心桥街道翠岭银河商业用房B3幢3号,"116.102991586,38.9981065885"
白鹿面馆,长虹路296号雨虹雅苑1楼底商,"118.774288962,32.0093064768"
庄稼人,铁心桥大周路韩府新苑2715号门面,"118.756924853,31.9485833961"
牛芝家(铁心桥店),铁心桥南大周路88号软件谷人才公寓11-102,"118.751456845,31.9454786013"
醉牛刀削面,明发商业广场1317号,"121.271856147,31.3616586147"
千真粥(铁心桥店),"铁心桥大街36号彩虹糖街区,蓝岸尚城2幢11号","118.76656415,31.9672661666"
如意菜饭(南京火车南站店),南京南站站内3层B1检票口,"118.785952188,32.0119161953"
柏楠烧烤,春江路秦河坊7栋,"118.757755125,31.968486938"
成都驿站精品冒菜(万象都荟店),秦淮区永乐路111号万象都荟商业广场一楼108室,"118.8033469,32.0044460746"
蓝湾咖啡(南京南站店),玉兰路99号明发商业广场8幢2楼,"118.804928266,31.9824663844"
鮨松寿司,新湖大道9号3幢4楼429室,"110.393843402,21.1803319204"
虹悦私房菜,虹悦城虹悦后街1楼,"118.771843894,32.0154287351"
三子烤羊腿(铁心桥店),江艺路9-12号,"118.751519179,31.9652718327"
农香居粗菜馆,小行路2号,"118.767934874,31.9984408574"
必胜客宅急送(丰盛店),软件大道119号丰盛商汇1层,"118.769958936,31.9823207059"
南湖中华面馆(三江学院店),雨花区江泉路3-9号三江学院4号门旁,"113.020200715,28.1464443621"
山东人山东情辣子鸡,新湖大道9号花样年.花生唐3幢130-131室,"118.666854065,31.9140431489"
大娘水饺(南京南站店),南京南站DD-3号,"118.785952188,32.0119161953"
宝合大酒店,长虹南路439号,"112.145736967,32.0192385536"
广隆蛋挞王(虹悦城店),应天大街619号虹悦城B1层,"118.772547855,32.0151614877"
涮捞自助餐厅(梅山店),梅山汪海广场3楼,"119.939616024,28.4474909856"
胖子酸菜鱼馆,郁金香路12号,"118.800650879,31.9939283491"
royaltea皇茶(雨花客厅店),软件大道109号8号楼雨花客厅8幢B17-6,"118.771879424,31.9834264306"
江南小镇,雨花东路紫荆广场,"118.800620978,31.998112511"
麦部落(金地店),新湖大道8号金地二期6栋112室,"104.016869693,30.8900651516"
南京戴斯国际酒店,雨花西路97号,"118.777576649,32.0087148412"
柠檬鱼(西善桥店),西善桥北路101号,"118.725951943,31.9659263556"
蒙原碳烤羊腿,春江路秦河坊107号双河酒业隔壁,"82.338512726,44.8578808694"
和风便当日式料理(花生唐店),新湖大道9号4幢104,"110.393843402,21.1803319204"
上古捞面,宁双路7号凤翔新城104号,"118.764783993,31.9770762191"
川鱼坊时尚活鱼馆(板桥店),板桥街道振兴路21号板桥新村,"118.666612285,31.9270307941"
老乡鸡(郁金香路店),郁金香路南京银行隔壁,"121.492391852,31.6875327891"
蜀锦香厕所串串(板桥花生唐店),板桥新城花生唐5栋136号,"118.666323473,31.9129011661"
九佰锅(板桥店),板桥镇雄风路1-9号向阳雅居15幢,"118.669003889,31.9284214647"
石汁味(雨花客厅店),软件大道109号雨花客厅E-PARKT+美食广场内14号档口-1,"118.770724023,31.9833965308"
茶野(宁南大道),郁金香路18号,"118.798944506,31.9931577235"
食尚80茶餐厅,南京雨花台区西春路1号,"118.755392815,31.9746663766"
淮一口餐饮连锁,锦绣街5号,"116.527335548,39.7920770412"
五村饭店,雨花五村,"113.020200715,28.1464443621"
贝尼泰迪de炸鱼薯条(紫荆广场店),雨花东路158号,"118.799679374,31.9985134318"
兄弟烧烤,玉兰路99号明发商业广场1幢1498室,"118.804267199,31.983844847"
CoCo都可(梅山店),宁芜路边段山凹门面房463号,"118.370036827,31.3398002104"
止岸,铁心桥街道铁心桥大街6-8号,"118.768887588,31.9715803907"
孙记烧烤店,安德门大街瑞尔大厦旁,"118.768479323,31.9997840099"
Sweet fan•甜范儿,绿都大道4—2号绿地之窗C2-02,"118.796569511,31.973807634"
红胖胖盱眙龙虾,铁心桥街道春江新城秦河坊12栋102室,"118.760655276,31.9682717155"
南风轩私房菜,玉兰路99号明发商业广场3楼,"118.803368957,31.9822650549"
鑫晶大碗皮肚面,铁心桥春江新城龙泉坊18号,"118.757608987,31.9694809556"
悦江南精品江浙菜,新湖大道8号,"110.393843402,21.1803319204"
柠檬鱼蛙鱼联盟(安德门店),雨花西路258号,"118.770659525,32.0020987497"
陌生缘果品,雨花客厅七栋121室,"118.771879424,31.9834264306"
回家吃饭主题餐厅,铁心桥宁丹路银杏山庄5-45号,"118.768030185,31.9601801796"
彤德莱(春江路店),春江路与江淮路交叉口东100米,"118.764224585,31.9688462188"
韩尚石锅拌饭,雨花西路268号,"118.768950478,32.0004116168"
豪爸爸炖汤(铁心桥店),铁心桥街道江艺路29-2号,"118.751936613,31.969543436"
重庆小面(雨花客厅),宁双路雨花客厅109号,"118.771014773,31.9848035079"
祺翔烧烤,小行路58号,"118.755167348,31.9924939991"
鸡鸣汤包,秦河坊5栋3号,"118.756988213,31.9673894629"
粤鲜阁,铁心桥大周路软件谷人才公寓,"118.751456845,31.9454786013"
青叶藤酒店,铁心桥街道春江路54-13号东,"118.762724554,31.9688776658"
锅小主外卖小火锅(楚翘城店),安德门大街57号楚翘城3栋301-310室,"118.770821388,31.9772557809"
杨国福麻辣烫,绿都大道,"118.796745066,31.9772547493"
安娜·饮品,软件大道111号,"119.27758786,26.1190882706"
曼玲粥店(雨花台店),玉兰路99号2幢51025市,"118.804828282,31.985479386"
N多寿司(紫荆广场店),雨花东路158号,"118.799679374,31.9985134318"
蓝湾咖啡(花神大道店),雨花台花神大道1号，山水时尚酒店2楼,"118.781712111,31.9986935431"
砂锅老爹(楚翘城店),楚翘城,"118.771175734,31.976814944"
彭德楷黄焖鸡米饭,雨花西路210号,"118.774413704,32.0055993987"
新湘缘味庄,小行路29号,"118.759737913,31.9936247071"
御善煌三汁焖锅(板桥店),板桥新湖大道金地自在城对面花样年花生唐商业街区3幢136-140号,"118.668026988,31.9102544686"
YO果吧(紫荆广场店),紫荆花东路1号紫荆广场负一层,"118.800620978,31.998112511"
美满吉(雨花新村店),雨花南路公交四公司对面,"117.305408727,39.1272594495"
