shop_name,shop_address,location
CoCo都可(常发广场店),南京市玄武区红山路88号常发广场2层2B-053号商铺,"118.816199604,32.0914744838"
波士顿炸番天(森林摩尔商业街区店),中山门大街301号森林摩尔商业街区B1层,"118.873027782,32.043964499"
肯德基(南京华海店),南京市珠江路435号,"118.802963967,32.0551129176"
Mr.potato土逗先生(曼度店),杨将军巷9号曼度嘉年华,"118.800420544,32.0518937888"
三百碗宝应野生长鱼面,板仓街119-2号,"118.831339775,32.0790767629"
荣沁粢饭团(丹凤街店),丹凤街金润发购物中心对面,"118.793389708,32.0607289911"
明朗热狗,成贤街102号,"118.802469503,32.0602676157"
肯德基(南京花园店),花园路17号,
太明渔村,龙蟠中路29号荷苞套路口,"118.813521274,32.0594021941"
鼎尚弓(金鹰珠江路店),珠江路1号金鹰国际购物中心北馆B1层,"118.791589594,32.0568317038"
沙拉拉轻食(板仓街店),板仓街25-29号,"118.827350058,32.0756120685"
潘老板炸鸡(常发广场店),红山路88号常发广场4号楼1楼,"118.816378928,32.0915623094"
尤广记牛杂王(珠江路店),珠江路601号-6,"118.808595892,32.0538750972"
卤人甲(北门桥店),北门桥路15-5号,"118.793682197,32.055142817"
皇室拿督拉茶,中山门大街森林摩尔负一楼048号,"118.872206983,32.0442375511"
咖喱谷(成贤街店),成贤街103-7号,"118.801937721,32.058219681"
老玉米烧烤,进香河路老虎桥永清池浴室旁,"116.56055697,39.3028364302"
汉牛仕(金鹰天地店),珠江路1号金鹰天地负2楼,"118.79097387,32.0568384674"
一点点,中央路371-4号,"118.790275718,32.0885111968"
芒可(常发广场店),红山路88号常发广场4楼4B-007,"118.816199604,32.0914744838"
